ano_campeonato,data,rodada,estadio,publico,publico_max,time_mandante,time_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante
2014,2014-10-09,27,Arena do Grêmio,11659,60540,Grêmio,Sport Recife,5,9,19850000,10500000,27,27.9
2014,2014-10-23,30,Arena do Grêmio,16979,60540,Grêmio,Figueirense FC,6,13,18200000,5150000,26.9,26.1
2014,2014-11-01,32,Arena do Grêmio,17447,60540,Grêmio,EC Vitória,7,16,16750000,6100000,24.4,27.3
2014,2014-11-09,33,Arena do Grêmio,43456,60540,Grêmio,Internacional,7,3,19350000,16900000,26.9,27.2
2014,2014-11-21,35,Arena do Grêmio,40497,60540,Grêmio,Cruzeiro,4,1,20600000,20400000,27.5,28.5
2014,2014-05-11,4,Estádio Jornalista Mário Filho,4992,NA,Botafogo,Criciúma EC,19,15,18400000,4900000,28.6,27.5
2014,2014-05-25,7,Estádio Cláudio Moacyr de Azevedo,2759,46931,Botafogo,EC Vitória,17,15,9200000,4200000,28.9,27.6
2014,2014-10-11,9,Estádio Olímpico Nilton Santos,21969,46931,Botafogo,Corinthians,14,3,7200000,12050000,26.2,26.3
2014,2014-07-20,11,Estádio General Sílvio Raulino de Oliveira,1594,46931,Botafogo,Coritiba FC,14,17,18300000,4900000,26.5,27.6
2014,2014-08-02,13,Estádio Jornalista Mário Filho,13535,46931,Botafogo,Cruzeiro,12,1,19250000,30600000,28.4,26.1
2014,2014-08-23,17,Estádio Jornalista Mário Filho,18450,46931,Botafogo,Chapecoense,14,12,11800000,5100000,28.5,27.7
2014,2014-10-26,31,Campus Realzale Gazteak,42391,44351,Botafogo,Flamengo,19,11,9700000,10650000,27.7,23.8
2014,2014-07-26,12,Estádio Governador Magalhães Pinto,21190,57483,Cruzeiro,Figueirense FC,1,19,28600000,2350000,27.2,27.7
2014,2014-08-17,15,Estádio Governador Magalhães Pinto,39215,57483,Cruzeiro,Santos FC,1,9,33200000,38450000,26.4,27.4
2014,2014-09-18,22,Estádio Governador Magalhães Pinto,17850,57483,Cruzeiro,Atlético-PR,1,10,28200000,9500000,26.8,25.1
2014,2014-09-21,23,Estádio Governador Magalhães Pinto,49534,57483,Cruzeiro,Atlético-MG,1,7,30700000,18200000,25.9,27.7
2014,2014-11-23,36,Estádio Governador Magalhães Pinto,56769,57483,Cruzeiro,Goiás EC,1,12,26200000,7400000,27,25.5
2014,2014-12-07,38,Estádio Governador Magalhães Pinto,45804,57483,Cruzeiro,Fluminense,1,5,32150000,20900000,25.6,28.3
2014,2014-08-09,14,Arena Fonte Nova,8085,55000,EC Bahia,Goiás EC,18,8,7350000,6200000,28.7,25.1
2014,2014-09-28,25,Arena Fonte Nova,36826,55000,EC Bahia,Flamengo,16,10,7950000,15750000,27,27.7
2014,2014-11-30,37,Arena Fonte Nova,5539,55000,EC Bahia,Grêmio,18,6,5700000,16350000,24.6,26.3
2014,2014-05-04,3,Estádio Jornalista Mário Filho,21082,87101,Flamengo,Palmeiras,17,11,9950000,9850000,26.6,28.2
2014,2014-05-22,6,Estádio Cláudio Moacyr de Azevedo,10924,87101,Flamengo,EC Bahia,16,10,9950000,5000000,29.1,26.8
2014,2014-05-29,8,Estádio Cícero Pompeu de Toledo,4577,87101,Flamengo,Figueirense FC,16,20,8800000,1650000,28.3,25.7
2014,2014-07-17,10,Estádio Cláudio Moacyr de Azevedo,6692,87101,Flamengo,Atlético-PR,19,11,8650000,3200000,28.6,23
2014,2014-07-27,12,Estádio Jornalista Mário Filho,52378,87101,Flamengo,Botafogo,20,12,8600000,19400000,27.4,27.8
2014,2014-09-21,23,Estádio Jornalista Mário Filho,41666,87101,Flamengo,Fluminense,10,6,13850000,31400000,29.7,29.3
2014,2014-10-12,28,Estádio Jornalista Mário Filho,42171,87101,Flamengo,Cruzeiro,11,1,12150000,24850000,28.8,26.1
2014,2014-11-16,34,Estádio Jornalista Mário Filho,28250,87101,Flamengo,Coritiba FC,11,15,13750000,7800000,26.3,27.5
2014,2014-11-23,36,Estádio Governador João Castelo - Castelão,30753,87101,Flamengo,Criciúma EC,10,20,10650000,3600000,28.1,25.4
2014,2014-11-30,37,Campus Realzale Gazteak,20057,42374,Flamengo,EC Vitória,9,17,9950000,5600000,27.8,27.6
2014,2014-05-23,6,Estádio do Governo do Estado de Goiás,6190,50049,Goiás EC,Santos FC,5,12,2750000,13900000,25.9,25.7
2014,2014-07-27,12,Estádio do Governo do Estado de Goiás,12845,50049,Goiás EC,São Paulo,10,6,3450000,36150000,26.1,26
2014,2014-10-05,26,Estádio do Governo do Estado de Goiás,2306,50049,Goiás EC,Figueirense FC,13,10,6000000,5100000,25.8,24.8
2014,2014-05-23,6,Allianz Parque,10870,27650,Palmeiras,Figueirense FC,8,19,8300000,1550000,26.8,26
2014,2014-08-24,17,Estádio Municipal Paulo Machado de Carvalho,18461,27650,Palmeiras,Coritiba FC,20,17,14750000,8000000,26.4,26.1
2014,2014-09-26,24,Estádio Municipal Paulo Machado de Carvalho,14907,43000,Palmeiras,EC Vitória,20,15,8150000,6550000,25.7,28.5
2014,2014-10-25,31,Estádio Municipal Paulo Machado de Carvalho,24245,43000,Palmeiras,Corinthians,15,3,9450000,29050000,25.7,26.9
2014,2014-12-07,38,Allianz Parque,33151,43000,Palmeiras,Atlético-PR,16,8,6950000,6800000,26.1,22.2
2014,2014-05-18,5,Arena Pantanal,15600,42000,Santos FC,Atlético-MG,10,15,15850000,24200000,26.3,28.3
2014,2014-07-18,10,Estádio Urbano Caldeira,11774,20120,Santos FC,Palmeiras,8,12,14700000,13300000,25,25.8
2014,2014-07-26,12,Estádio Urbano Caldeira,6962,20120,Santos FC,Chapecoense,9,15,18700000,150000,25.5,29.2
2014,2014-08-21,16,Estádio Urbano Caldeira,4612,20120,Santos FC,Atlético-PR,10,7,38050000,10700000,27.6,24.6
2014,2014-09-21,23,Estádio Urbano Caldeira,5571,20120,Santos FC,Figueirense FC,9,13,29050000,3450000,25.6,25.1
2014,2014-09-28,25,Estádio Municipal Paulo Machado de Carvalho,9694,20120,Santos FC,Goiás EC,9,11,13600000,6900000,24.6,24.9
2014,2014-10-10,27,Estádio Urbano Caldeira,6184,20120,Santos FC,EC Bahia,8,14,31100000,6400000,25.7,26.9
2014,2014-05-11,4,Estádio Jornalista Mário Filho,30766,82238,Fluminense,Flamengo,5,9,34200000,11750000,28.8,27.9
2014,2014-05-22,6,Estádio Jornalista Mário Filho,17035,82238,Fluminense,São Paulo,7,6,25200000,33750000,27.6,27.7
2014,2014-06-01,9,Estádio Cláudio Moacyr de Azevedo,6403,15000,Fluminense,Internacional,2,4,27700000,14400000,28.1,29.1
2014,2014-08-10,14,Estádio Jornalista Mário Filho,28511,82238,Fluminense,Coritiba FC,2,17,28900000,7400000,28.8,27.3
2014,2014-10-04,26,Estádio Nacional de Brasília Mané Garrincha,9476,82238,Fluminense,EC Bahia,6,14,27100000,6600000,26.9,26
2014,2014-10-18,29,Estádio Jornalista Mário Filho,13472,82238,Fluminense,Criciúma EC,7,18,26700000,5950000,27.2,25.8
2014,2014-11-30,37,Estádio Jornalista Mário Filho,18181,82238,Fluminense,Corinthians,7,3,24000000,31100000,28.2,26.9
2014,2014-05-03,3,Estádio Municipal Paulo Machado de Carvalho,31888,37952,São Paulo,Coritiba FC,2,13,36950000,7750000,28.8,27.1
2014,2014-05-31,9,Estádio Cícero Pompeu de Toledo,27530,67428,São Paulo,Atlético-MG,8,6,33750000,12150000,27.6,28.9
2014,2014-08-24,17,Estádio Cícero Pompeu de Toledo,31159,67428,São Paulo,Santos FC,4,7,46850000,34550000,28.1,26.5
2014,2014-09-14,21,Estádio Cícero Pompeu de Toledo,58627,67428,São Paulo,Cruzeiro,2,1,44950000,30200000,27.4,26.3
2014,2014-09-25,24,Estádio Cícero Pompeu de Toledo,16571,67428,São Paulo,Flamengo,2,11,37450000,12550000,28.3,28
2014,2014-10-09,27,Estádio Cícero Pompeu de Toledo,9795,67428,São Paulo,Atlético-PR,3,12,35250000,9300000,28.8,25.2
2014,2014-10-18,29,Estádio Cícero Pompeu de Toledo,21961,67428,São Paulo,EC Bahia,3,17,37350000,6450000,28.8,25.9
2014,2014-11-16,34,Estádio Cícero Pompeu de Toledo,36764,67428,São Paulo,Palmeiras,2,14,32550000,8950000,29.3,25.4
2014,2014-05-25,7,Arena Condá,6275,25000,Chapecoense,Palmeiras,20,5,1200000,8300000,27.6,26.8
2014,2014-08-07,10,Arena Condá,9426,25000,Chapecoense,Atlético-MG,16,9,1100000,25550000,28.5,29.6
2014,2014-08-03,13,Arena Condá,12473,25000,Chapecoense,Flamengo,15,18,1100000,9500000,28.4,25.6
2014,2014-09-13,21,Arena Condá,4737,25000,Chapecoense,Sport Recife,17,7,4300000,6400000,26.9,27.8
2014,2014-09-25,24,Arena Condá,6610,25000,Chapecoense,Atlético-PR,16,12,4600000,8200000,27.6,24.3
2014,2014-09-27,25,Arena Condá,5364,25000,Chapecoense,Criciúma EC,15,20,4900000,5450000,26.8,26.4
2014,2014-11-30,37,Arena Condá,8067,25000,Chapecoense,Cruzeiro,14,1,4800000,16350000,28.5,24.3
2014,2014-04-27,2,Estádio Municipal Paulo Machado de Carvalho,36402,68000,Corinthians,Flamengo,9,11,29500000,10100000,26.6,28.3
2014,2014-08-17,15,Neo Química Arena,30819,49205,Corinthians,EC Bahia,4,17,31300000,8400000,27.3,28.2
2014,2014-08-22,16,Neo Química Arena,26486,49205,Corinthians,Goiás EC,3,11,34800000,7100000,27.8,25.4
2014,2014-09-12,20,Neo Química Arena,24784,49205,Corinthians,Atlético-MG,4,7,29100000,19300000,26.5,27.4
2014,2014-09-19,22,Neo Química Arena,25724,49205,Corinthians,Chapecoense,5,15,28150000,4700000,26.9,27.7
2014,2014-09-21,23,Neo Química Arena,34688,49205,Corinthians,São Paulo,4,2,26450000,35800000,27.4,27
2014,2014-10-04,26,Neo Química Arena,29238,49205,Corinthians,Sport Recife,7,9,27950000,10800000,26.5,28.1
2014,2014-06-01,28,Neo Química Arena,37119,49205,Corinthians,Botafogo,5,18,25250000,9600000,26.8,28.5
2014,2014-10-22,30,Arena Pantanal,7117,68000,Corinthians,EC Vitória,5,16,24300000,5750000,27,26.3
2014,2014-11-09,33,Neo Química Arena,31089,68000,Corinthians,Santos FC,5,8,31100000,13750000,26.9,25
2014,2014-12-06,38,Neo Química Arena,38044,68000,Corinthians,Criciúma EC,3,20,27100000,2300000,26.9,23.7
2014,2014-08-21,16,Estádio Major Antônio Couto Pereira,6192,37182,Coritiba FC,EC Vitória,20,16,7300000,7150000,27,26.7
2014,2014-10-09,27,Estádio Major Antônio Couto Pereira,10930,37182,Coritiba FC,Criciúma EC,20,19,8600000,4950000,27.5,26.3
2014,2014-10-23,30,Estádio Major Antônio Couto Pereira,8106,37182,Coritiba FC,Botafogo,20,18,7600000,10300000,27.5,27
2014,2014-10-25,31,Estádio Major Antônio Couto Pereira,13039,37182,Coritiba FC,Grêmio,16,5,7600000,17800000,27.5,26.7
2014,2014-11-08,33,Estádio Major Antônio Couto Pereira,10223,37182,Coritiba FC,Fluminense,16,4,8150000,30200000,26.6,28.5
2014,2014-12-07,38,Estádio Major Antônio Couto Pereira,25550,37182,Coritiba FC,EC Bahia,13,18,6800000,6800000,27.6,25.1
2014,2014-08-31,18,Estádio Manoel Barradas,14477,35632,EC Vitória,Flamengo,20,11,7250000,10550000,28.1,28.4
2014,2014-09-11,20,Estádio Manoel Barradas,5060,35632,EC Vitória,Internacional,20,3,6300000,12800000,28.2,28.9
2014,2014-09-21,23,Arena Fonte Nova,25192,35632,EC Vitória,EC Bahia,20,17,6250000,6800000,27.7,26.7
2014,2014-11-20,35,Estádio Manoel Barradas,7692,35632,EC Vitória,Coritiba FC,16,15,6050000,6250000,26.7,27.1
2014,2014-08-03,13,Estádio Raimundo Sampaio,8663,15000,Atlético-MG,Atlético-PR,11,9,26800000,4050000,29.6,23.9
2014,2014-08-10,14,Estádio Raimundo Sampaio,14089,15000,Atlético-MG,Palmeiras,9,16,21950000,11750000,28.9,24.8
2014,2014-10-19,29,Estádio Raimundo Sampaio,20558,NA,Atlético-MG,Chapecoense,4,12,18800000,4400000,26.8,27.2
2014,2014-10-25,31,Estádio Raimundo Sampaio,13115,15000,Atlético-MG,Sport Recife,4,12,15000000,10700000,25.8,29.1
2014,2014-04-20,1,Estádio Orlando Scarpelli,2495,19908,Atlético-PR,Grêmio,5,17,3500000,17900000,23.7,27
2014,2014-05-28,8,Arena da Baixada,2817,41456,Atlético-PR,São Paulo,11,6,2500000,35750000,23.1,27.3
2014,2014-08-10,14,Arena da Baixada,0,41456,Atlético-PR,Botafogo,10,12,10300000,19950000,24,28
2014,2014-09-07,19,Arena da Baixada,19559,41456,Atlético-PR,Palmeiras,11,16,9400000,8350000,23.3,24.1
2014,2014-09-14,21,Arena da Baixada,15739,41456,Atlético-PR,EC Vitória,11,18,8300000,6100000,24.3,27.5
2014,2014-09-28,25,Arena da Baixada,19667,41456,Atlético-PR,Corinthians,14,6,9300000,27950000,24.7,26.4
2014,2014-11-02,32,Arena da Baixada,17021,41456,Atlético-PR,Atlético-MG,10,3,9200000,13100000,25.5,27.6
2014,2014-04-20,1,Estádio Heriberto Hülse,11768,22000,Criciúma EC,Palmeiras,15,4,3250000,11500000,27.3,28.9
2014,2014-05-04,3,Estádio Heriberto Hülse,10216,NA,Criciúma EC,Figueirense FC,19,20,5900000,2350000,27.2,26.8
2014,2014-05-22,6,Estádio Heriberto Hülse,7336,22000,Criciúma EC,Chapecoense,17,20,5250000,950000,27.6,27
2014,2014-07-17,10,Estádio Heriberto Hülse,8829,22000,Criciúma EC,Fluminense,14,2,4450000,31500000,28,29.1
2014,2014-05-25,7,Estádio Adelmar da Costa Carvalho,20718,35000,Sport Recife,Corinthians,8,10,2150000,27250000,27.9,26.8
2014,2014-07-17,10,Estádio Adelmar da Costa Carvalho,18532,35000,Sport Recife,Botafogo,10,13,2200000,16800000,27.5,26.7
2014,2014-08-17,15,Estádio Adelmar da Costa Carvalho,13223,35000,Sport Recife,Atlético-PR,8,7,4700000,10700000,27.2,24.5
2014,2014-09-11,20,Arena de Pernambuco,13862,35000,Sport Recife,Santos FC,8,9,6100000,32050000,27.9,27
2014,2014-10-12,28,Estádio Adelmar da Costa Carvalho,10895,35000,Sport Recife,EC Vitória,9,19,11400000,6100000,28.9,28.2
2014,2014-12-07,38,Arena de Pernambuco,33496,35000,Sport Recife,São Paulo,11,2,10000000,32000000,26.5,26.1
2014,2014-04-19,1,Estádio Beira-Rio,24692,56000,Internacional,EC Vitória,6,18,13750000,3500000,29.4,26.3
2014,2014-05-25,7,Estádio Francisco Stédile,7541,30000,Internacional,Cruzeiro,4,1,12800000,22200000,27.7,28.3
2014,2014-05-28,8,Estádio Francisco Stédile,2824,30000,Internacional,Chapecoense,7,18,12550000,1200000,28,27.6
2014,2014-09-14,21,Estádio Beira-Rio,16456,56000,Internacional,Botafogo,4,14,14900000,10350000,27.9,28.4
2014,2014-09-25,24,Estádio Beira-Rio,15701,56000,Internacional,Criciúma EC,3,19,15600000,7900000,29.4,26.6
2014,2014-11-22,36,Estádio Beira-Rio,33443,56000,Internacional,Atlético-MG,6,4,14500000,7650000,27.9,25.7
2014,2014-11-29,37,Estádio Beira-Rio,41148,56000,Internacional,Palmeiras,4,16,13600000,9250000,26.9,26.2
2014,2014-08-03,13,Estádio Orlando Scarpelli,5520,19908,Figueirense FC,Sport Recife,20,5,2650000,2700000,28.6,28
2014,2014-08-17,15,Estádio Orlando Scarpelli,7196,19908,Figueirense FC,Atlético-MG,19,6,5950000,25650000,27.6,28.6
2014,2014-08-21,16,Estádio Orlando Scarpelli,6823,19908,Figueirense FC,Botafogo,19,12,5450000,11800000,26.6,28.5
2014,2014-09-11,20,Estádio Orlando Scarpelli,10444,19908,Figueirense FC,Fluminense,14,5,3400000,21400000,25,27
2014,2014-10-19,29,Estádio Orlando Scarpelli,4126,19908,Figueirense FC,Coritiba FC,15,19,5250000,7900000,26.1,27.7
2014,2014-11-23,36,Estádio Orlando Scarpelli,14718,19908,Figueirense FC,EC Vitória,13,17,5100000,6650000,24.4,27.5
2014,2014-04-27,2,Arena do Grêmio,9245,60540,Grêmio,Atlético-MG,17,10,8800000,29300000,22,29.4
2014,2014-09-11,20,Estádio Nacional de Brasília Mané Garrincha,24857,46931,Botafogo,São Paulo,12,2,9500000,40950000,28.6,27.6
2014,2014-09-18,22,Estádio Jornalista Mário Filho,5216,46931,Botafogo,EC Bahia,14,19,10950000,6900000,28.8,27
2014,2014-05-17,5,Estádio Governador Magalhães Pinto,11603,57483,Cruzeiro,Coritiba FC,5,17,30700000,7500000,29,27.7
2014,2014-10-04,26,Estádio Governador Magalhães Pinto,51994,57483,Cruzeiro,Internacional,1,2,29350000,16900000,26.5,28.9
2014,2014-11-02,32,Estádio Governador Magalhães Pinto,36004,57483,Cruzeiro,Botafogo,1,18,28600000,8700000,27.3,26.4
2014,2014-09-14,21,Estádio Alberto Oliveira,2952,15000,EC Bahia,Figueirense FC,20,12,6900000,4300000,27,25
2014,2014-08-31,18,Estádio do Governo do Estado de Goiás,1544,50049,Goiás EC,Atlético-PR,13,9,6100000,9300000,24.6,24.2
2014,2014-10-11,28,Estádio do Governo do Estado de Goiás,1392,50049,Goiás EC,Coritiba FC,10,17,7400000,9300000,25.6,27.3
2014,2014-12-07,38,Estádio do Governo do Estado de Goiás,1768,50049,Goiás EC,Chapecoense,14,15,4900000,4100000,24.5,29.2
2014,2014-05-10,4,Estádio Municipal Paulo Machado de Carvalho,6454,NA,Palmeiras,Goiás EC,16,4,9800000,2950000,26.9,27.2
2014,2014-06-01,9,Estádio Urbano Caldeira,5136,20120,Santos FC,Criciúma EC,10,12,11400000,5600000,24.7,29.1
2014,2014-09-14,21,Estádio Urbano Caldeira,7075,20120,Santos FC,Coritiba FC,10,16,35350000,8700000,26.2,26.9
2014,2014-04-19,1,Estádio Jornalista Mário Filho,35020,82238,Fluminense,Figueirense FC,2,20,34200000,1550000,28.7,25.8
2014,2014-08-03,13,Estádio Jornalista Mário Filho,40075,82238,Fluminense,Goiás EC,2,7,30000000,3450000,29.6,26.2
2014,2014-08-24,17,Estádio Jornalista Mário Filho,13919,82238,Fluminense,Sport Recife,5,6,27200000,5100000,28.4,27.7
2014,2014-09-07,19,Estádio Jornalista Mário Filho,27194,82238,Fluminense,Cruzeiro,5,1,26500000,27200000,28.6,27.6
2014,2014-09-13,21,Estádio Jornalista Mário Filho,15238,82238,Fluminense,Palmeiras,6,15,28000000,5250000,27.2,25.1
2014,2014-04-20,1,Estádio Cícero Pompeu de Toledo,31564,67428,São Paulo,Botafogo,1,19,36850000,21100000,27.2,28.4
2014,2014-09-07,19,Estádio Cícero Pompeu de Toledo,25149,67428,São Paulo,Sport Recife,3,7,41750000,5600000,27.7,27.6
2014,2014-10-27,31,Estádio Cícero Pompeu de Toledo,31907,67428,São Paulo,Goiás EC,2,9,29050000,6200000,29.6,25.4
2014,2014-10-10,27,Arena Condá,17230,25000,Chapecoense,Internacional,16,2,4900000,10100000,26.7,29.8
2014,2014-07-18,10,Neo Química Arena,32644,49205,Corinthians,Internacional,5,4,30000000,11250000,27.2,29.7
2014,2014-09-11,20,Estádio Major Antônio Couto Pereira,7238,37182,Coritiba FC,Chapecoense,18,15,9800000,4600000,27.3,27.5
2014,2014-04-27,2,Estádio Governador Roberto Santos,4953,31677,EC Vitória,Atlético-PR,18,5,3950000,3800000,24.3,24.2
2014,2014-10-09,27,Estádio Manoel Barradas,8422,35632,EC Vitória,Goiás EC,18,10,6100000,7400000,27.8,25.5
2014,2014-09-26,24,Estádio Raimundo Sampaio,16772,NA,Atlético-MG,Santos FC,6,9,17950000,35500000,28,27.3
2014,2014-11-20,35,Estádio Raimundo Sampaio,10123,15000,Atlético-MG,Flamengo,6,8,21950000,11750000,27.1,26.6
2014,2014-05-03,3,Estádio Nacional de Brasília Mané Garrincha,11877,71400,Atlético-PR,Cruzeiro,5,4,3750000,15500000,23.6,27.5
2014,2014-10-19,29,Arena da Baixada,18908,41456,Atlético-PR,Flamengo,13,10,9800000,12250000,26,28
2014,2014-10-04,26,Estádio Heriberto Hülse,8309,22000,Criciúma EC,Atlético-MG,19,4,4400000,18550000,27.3,27.1
2014,2014-10-12,28,Estádio Heriberto Hülse,9076,22000,Criciúma EC,Santos FC,20,8,4950000,30200000,26.3,25.4
2014,2014-04-27,2,Estádio Adelmar da Costa Carvalho,12686,35000,Sport Recife,Chapecoense,8,14,2250000,1100000,28,27.4
2014,2014-08-21,16,Arena de Pernambuco,21802,35000,Sport Recife,Palmeiras,9,18,4700000,13350000,27.2,25.8
2014,2014-11-23,36,Arena de Pernambuco,29165,35000,Sport Recife,Fluminense,11,7,10000000,29100000,26.4,27.9
2014,2014-05-04,3,Estádio Beira-Rio,17974,56000,Internacional,Sport Recife,6,7,14500000,2600000,29.6,28.7
2014,2014-07-20,11,Estádio Beira-Rio,27633,56000,Internacional,Flamengo,8,19,16450000,10600000,29.4,28.3
2014,2014-09-07,19,Estádio Beira-Rio,16965,56000,Internacional,Figueirense FC,2,14,15800000,5250000,29.7,26.8
2014,2014-10-26,31,Estádio Beira-Rio,12825,56000,Internacional,EC Bahia,6,17,18100000,5550000,26.8,25.4
2014,2014-06-01,9,Estádio Governador Magalhães Pinto,10283,57483,Cruzeiro,Flamengo,1,17,24700000,6800000,27.2,27.5
2014,2014-08-10,14,Estádio Cícero Pompeu de Toledo,29115,67428,São Paulo,EC Vitória,7,15,42150000,7600000,27.7,28
2014,2014-05-31,9,Estádio Durival Britto e Silva,3127,37182,Coritiba FC,Goiás EC,19,5,4400000,2150000,27.2,24.7
2014,2014-09-28,25,Estádio Beira-Rio,24522,56000,Internacional,Coritiba FC,2,19,14100000,7200000,29.8,26.6
2014,2014-09-21,23,Estádio do Governo do Estado de Goiás,7845,50049,Goiás EC,Palmeiras,12,18,6200000,10800000,26.1,26.1
2015,2015-05-10,1,Arena do Grêmio,11920,60540,Grêmio,Ponte Preta,7,8,28250000,8350000,24.7,26.8
2015,2015-05-24,3,Arena do Grêmio,8336,60540,Grêmio,Figueirense FC,18,19,26000000,7950000,26.1,25.6
2015,2015-06-04,5,Arena do Grêmio,20231,60540,Grêmio,Corinthians,13,8,28500000,33250000,24.6,28
2015,2015-06-14,7,Arena do Grêmio,19625,60540,Grêmio,Atlético-PR,12,1,28250000,14750000,25.8,25.1
2015,2015-06-21,8,Arena do Grêmio,20814,60540,Grêmio,Palmeiras,7,11,28250000,30250000,25.8,28.4
2015,2015-07-02,10,Arena do Grêmio,22517,60540,Grêmio,Cruzeiro,5,13,31750000,49500000,26.4,27.5
2015,2015-07-11,13,Arena do Grêmio,32464,60540,Grêmio,Vasco da Gama,4,19,28500000,11200000,26.3,29.4
2015,2015-07-26,15,Arena do Grêmio,33437,60540,Grêmio,Sport Recife,5,3,19200000,16750000,24.4,27.9
2015,2015-08-09,17,Arena do Grêmio,42432,60540,Grêmio,Internacional,8,10,25750000,27250000,27.5,26.1
2015,2015-08-16,19,Arena do Grêmio,31183,60540,Grêmio,Joinville-SC,3,18,27500000,7500000,27.1,25.4
2015,2015-08-30,21,Arena do Grêmio,46000,60540,Grêmio,Coritiba FC,3,17,27050000,8950000,27.5,27.5
2015,2015-09-06,23,Arena do Grêmio,29184,60540,Grêmio,Goiás EC,3,15,24500000,10000000,25.9,25.2
2015,2015-09-13,25,Arena do Grêmio,44227,60540,Grêmio,São Paulo,3,4,24650000,42250000,26.8,25.4
2015,2015-09-27,28,Arena do Grêmio,13251,60540,Grêmio,Avaí FC,3,15,25350000,9950000,25.1,27.4
2015,2015-10-16,30,Arena do Grêmio,8837,60540,Grêmio,Santos FC,3,4,28250000,31750000,27,25.6
2015,2015-10-18,31,Arena do Grêmio,19925,60540,Grêmio,Chapecoense,3,14,27000000,9300000,27.4,28.1
2015,2015-11-01,33,Arena do Grêmio,35160,60540,Grêmio,Flamengo,3,11,23600000,29000000,25.8,26.4
2015,2015-11-19,35,Arena do Grêmio,14241,60540,Grêmio,Fluminense,3,14,33250000,34250000,25.4,28.3
2015,2015-11-29,37,Arena do Grêmio,36862,60540,Grêmio,Atlético-MG,3,2,27000000,35250000,25.5,28.3
2015,2015-05-10,1,Estádio Aderbal Ramos da Silva,7677,17800,Avaí FC,Santos FC,12,11,6000000,21000000,26.7,28.6
2015,2015-05-24,3,Estádio Aderbal Ramos da Silva,11918,17800,Avaí FC,Flamengo,16,15,4450000,31750000,26.3,28.3
2015,2015-06-04,5,Estádio Aderbal Ramos da Silva,7101,17800,Avaí FC,Atlético-MG,7,5,10000000,31500000,26.8,26.5
2015,2015-06-14,7,Estádio Aderbal Ramos da Silva,8041,17800,Avaí FC,Figueirense FC,7,14,10000000,12500000,27.5,26.2
2015,2015-06-27,9,Estádio Aderbal Ramos da Silva,11221,17800,Avaí FC,Grêmio,10,6,9000000,25600000,26.5,24.9
2015,2015-07-05,11,Estádio Aderbal Ramos da Silva,8116,17800,Avaí FC,Sport Recife,13,1,7500000,17750000,25.4,27.6
2015,2015-07-12,13,Estádio Aderbal Ramos da Silva,5086,17800,Avaí FC,Chapecoense,15,9,8750000,12400000,26.9,29.1
2015,2015-07-25,15,Estádio Aderbal Ramos da Silva,4919,17800,Avaí FC,Atlético-PR,13,8,9250000,13850000,28.1,24
2015,2015-08-08,17,Estádio Aderbal Ramos da Silva,11033,17800,Avaí FC,Fluminense,16,3,7100000,15600000,28.5,28.6
2015,2015-08-16,19,Estádio Aderbal Ramos da Silva,11304,17800,Avaí FC,Corinthians,16,1,6100000,41000000,27.5,25.8
2015,2015-08-30,21,Estádio Aderbal Ramos da Silva,11150,17800,Avaí FC,Internacional,18,10,7150000,24500000,26.9,24.7
2015,2015-09-06,23,Estádio Aderbal Ramos da Silva,4773,17800,Avaí FC,Coritiba FC,18,17,7400000,5450000,27.1,25.9
2015,2015-09-13,25,Estádio Aderbal Ramos da Silva,4767,17800,Avaí FC,Goiás EC,18,13,11200000,12000000,28,25.4
2015,2015-09-20,27,Estádio Aderbal Ramos da Silva,9579,17800,Avaí FC,São Paulo,16,4,9950000,15100000,27.9,23.2
2015,2015-10-04,29,Estádio Aderbal Ramos da Silva,14582,17800,Avaí FC,Vasco da Gama,15,19,NA,NA,NA,NA
2015,2015-10-17,31,Estádio Aderbal Ramos da Silva,9254,17800,Avaí FC,Palmeiras,17,6,10200000,22000000,28.7,25.8
2015,2015-10-31,33,Estádio Aderbal Ramos da Silva,5114,17800,Avaí FC,Cruzeiro,16,10,10250000,35000000,25.1,28.7
2015,2015-11-19,35,Estádio Aderbal Ramos da Silva,8153,17800,Avaí FC,Joinville-SC,16,20,10750000,7350000,27.2,26.3
2015,2015-11-29,37,Estádio Aderbal Ramos da Silva,7150,17800,Avaí FC,Ponte Preta,17,9,10200000,13250000,26.8,27.6
2015,2015-05-10,1,Estádio Governador Magalhães Pinto,11773,57483,Cruzeiro,Corinthians,17,5,27900000,26800000,26.8,28.1
2015,2015-05-24,3,Estádio Governador Magalhães Pinto,9639,57483,Cruzeiro,Ponte Preta,20,5,16900000,8700000,26.4,26.8
2015,2015-06-04,5,Estádio Governador Magalhães Pinto,13309,57483,Cruzeiro,Flamengo,19,18,42500000,29000000,26.8,27.1
2015,2015-06-21,8,Estádio Governador Magalhães Pinto,33643,57483,Cruzeiro,Chapecoense,10,14,40750000,13000000,26.7,28.6
2015,2015-07-05,11,Estádio Governador Magalhães Pinto,8188,57483,Cruzeiro,Atlético-PR,14,5,40750000,19000000,26.4,25.1
