ano_campeonato,data,rodada,estadio,publico,publico_max,time_mandante,time_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante
2016,2016-09-15,25,Estádio Olímpico Nilton Santos,11883,46931,Botafogo,Santos FC,9,5,8900000,28750000,28.5,27.4
2016,2016-09-25,27,Estádio Estadual Kléber José de Andrade,13780,NA,Flamengo,Cruzeiro,2,15,26100000,31900000,28.4,27.5
2016,2016-10-09,29,Estádio Municipal Paulo Machado de Carvalho,21773,78838,Flamengo,Santa Cruz,2,19,24850000,5750000,28,27.4
2016,2016-10-23,32,Estádio Jornalista Mário Filho,54250,78838,Flamengo,Corinthians,2,6,27850000,22500000,29.5,27.5
2016,2016-10-13,30,Estádio General Sílvio Raulino de Oliveira,9008,NA,Fluminense,Flamengo,5,2,24250000,25100000,27.5,28.1
2016,2016-12-11,38,Arena Condá,NA,22600,Chapecoense,Atlético-MG,9,4,NA,NA,NA,NA
2016,2016-10-16,31,Estádio Beira-Rio,31981,56000,Internacional,Flamengo,17,2,21250000,26100000,27.8,28.5
2016,2016-05-22,2,Arena do Grêmio,17866,60540,Grêmio,Flamengo,9,5,38750000,25350000,28,27.1
2016,2016-05-29,4,Arena do Grêmio,12415,60540,Grêmio,Coritiba FC,2,11,35000000,12000000,26.4,30.2
2016,2016-06-05,6,Arena do Grêmio,16957,60540,Grêmio,Ponte Preta,2,10,29500000,10750000,27,27.9
2016,2016-06-20,9,Arena do Grêmio,16566,60540,Grêmio,Cruzeiro,3,17,NA,NA,NA,NA
2016,2016-06-30,12,Arena do Grêmio,14865,60540,Grêmio,Santos FC,5,3,30250000,38550000,26.2,25.1
2016,2016-07-10,14,Arena do Grêmio,34013,60540,Grêmio,Figueirense FC,3,15,30250000,10100000,26.3,27.3
2016,2016-07-24,16,Arena do Grêmio,37069,60540,Grêmio,São Paulo,3,9,22250000,29000000,27,28.5
2016,2016-08-05,18,Arena do Grêmio,16068,60540,Grêmio,Santa Cruz,4,18,25250000,7050000,27.2,29.3
2016,2016-08-14,20,Arena do Grêmio,46163,60540,Grêmio,Corinthians,6,3,26000000,28750000,27.6,26.5
2016,2016-08-28,22,Arena do Grêmio,30631,60540,Grêmio,Atlético-MG,6,2,41000000,23750000,27.4,29.5
2016,2016-09-12,24,Arena do Grêmio,19514,60540,Grêmio,Palmeiras,6,1,42000000,39600000,26.8,27.8
2016,2016-09-25,27,Arena do Grêmio,11152,60540,Grêmio,Chapecoense,11,10,43000000,10500000,26.4,25.7
2016,2016-10-13,30,Arena do Grêmio,16123,60540,Grêmio,Atlético-PR,8,6,41500000,16750000,27.5,25.5
2016,2016-10-23,32,Arena do Grêmio,53287,60540,Grêmio,Internacional,8,16,48000000,27500000,26.8,26.2
2016,2016-11-20,36,Arena do Grêmio,10765,60540,Grêmio,América-MG,8,20,11450000,5650000,23.8,26.3
2016,2016-05-26,3,Estádio Municipal Radialista Mário Helênio,4445,31863,Botafogo,Atlético-PR,17,19,NA,NA,NA,NA
2016,2016-06-12,7,Estádio General Sílvio Raulino de Oliveira,1203,NA,Botafogo,EC Vitória,20,10,NA,NA,NA,NA
2016,2016-06-16,8,Estádio General Sílvio Raulino de Oliveira,883,20000,Botafogo,América-MG,20,19,NA,NA,NA,NA
2016,2016-06-23,10,Estádio Municipal Radialista Mário Helênio,2797,31863,Botafogo,Figueirense FC,18,12,NA,NA,NA,NA
2016,2016-07-03,13,Estádio Municipal Radialista Mário Helênio,5033,31863,Botafogo,Santa Cruz,18,19,NA,NA,NA,NA
2016,2016-07-31,17,Estádio Olímpico Nilton Santos,8477,46931,Botafogo,Palmeiras,18,1,NA,NA,NA,NA
2016,2016-09-04,19,Estádio Olímpico Nilton Santos,5199,46931,Botafogo,Grêmio,16,4,8700000,35500000,26.5,27.3
2016,2016-08-21,21,Estádio Municipal Radialista Mário Helênio,4771,31863,Botafogo,Sport Recife,13,11,9100000,15900000,26.2,27.7
2016,2016-09-07,23,Estádio Olímpico Nilton Santos,10156,46931,Botafogo,Fluminense,11,7,7850000,26000000,28,28.5
2016,2016-10-01,28,Estádio Luso Brasileiro,9123,20000,Botafogo,Corinthians,10,7,8250000,17500000,26.5,25.3
2016,2016-10-13,30,Estádio Luso Brasileiro,10176,15000,Botafogo,Internacional,7,17,7750000,23000000,27,26.2
2016,2016-10-16,31,Estádio Luso Brasileiro,14595,20000,Botafogo,Atlético-MG,5,3,8900000,33000000,27.7,29.6
2016,2016-10-29,33,Estádio Olímpico Nilton Santos,15170,46931,Botafogo,Coritiba FC,5,14,9150000,11350000,27.1,27.8
2016,2016-11-26,37,Estádio Olímpico Nilton Santos,12069,46931,Botafogo,Ponte Preta,6,11,9100000,10200000,26.7,25.7
2016,2016-07-03,13,Estádio Governador Magalhães Pinto,43821,57483,Cruzeiro,EC Vitória,14,13,NA,NA,NA,NA
2016,2016-07-12,14,Estádio Governador Magalhães Pinto,32042,57483,Cruzeiro,Atlético-PR,14,7,NA,NA,NA,NA
2016,2016-08-28,22,Estádio Governador Magalhães Pinto,46591,57483,Cruzeiro,Santa Cruz,17,19,31600000,8850000,27.7,29.2
2016,2016-09-11,24,Estádio Governador Magalhães Pinto,26611,57483,Cruzeiro,Botafogo,13,10,33100000,9100000,28.5,27.7
2016,2016-10-02,28,Estádio Governador Magalhães Pinto,16618,57483,Cruzeiro,Grêmio,17,8,25650000,29600000,29.3,25.9
2016,2016-10-09,29,Estádio Governador Magalhães Pinto,15425,57483,Cruzeiro,Ponte Preta,16,10,26150000,11650000,28.7,28.5
2016,2016-10-16,31,Estádio Governador Magalhães Pinto,14761,57483,Cruzeiro,Chapecoense,13,11,27850000,11250000,29.2,29.2
2016,2016-11-20,36,Estádio Governador Magalhães Pinto,13902,57483,Cruzeiro,Santos FC,11,2,34000000,27300000,26.9,28.1
2016,2016-05-14,1,Estádio General Sílvio Raulino de Oliveira,7863,20000,Flamengo,Sport Recife,5,18,27900000,19500000,27.5,28.2
2016,2016-06-03,5,Estádio General Sílvio Raulino de Oliveira,6164,20000,Flamengo,EC Vitória,5,10,24250000,10750000,24.2,27.1
2016,2016-06-26,11,Estádio Jornalista Mário Filho,25941,78838,Flamengo,Fluminense,4,12,23100000,24750000,27.7,28.6
2016,2016-06-30,12,Estádio Jornalista Mário Filho,21000,78838,Flamengo,Internacional,6,2,23350000,27950000,27.2,26
2016,2016-07-10,14,Estádio Jornalista Mário Filho,23390,78838,Flamengo,Atlético-MG,8,6,21600000,39750000,26.8,27.7
2016,2016-07-26,16,Estádio Jornalista Mário Filho,16523,78838,Flamengo,América-MG,6,20,27250000,7750000,28.9,28.7
2016,2016-08-06,19,Estádio Jornalista Mário Filho,19036,78838,Flamengo,Atlético-PR,6,7,24850000,19000000,28.9,25.2
2016,2016-08-21,21,Estádio Nacional de Brasília Mané Garrincha,22552,71400,Flamengo,Grêmio,6,3,24850000,30000000,27.9,27.1
2016,2016-09-08,23,Estádio Jornalista Mário Filho,16358,78838,Flamengo,Ponte Preta,2,8,25600000,10400000,27.9,29.2
2016,2016-09-18,26,Estádio Municipal Paulo Machado de Carvalho,29605,35000,Flamengo,Figueirense FC,2,17,24850000,10000000,27.2,25.7
2016,2016-11-05,34,Estádio Jornalista Mário Filho,49382,78838,Flamengo,Botafogo,2,5,24100000,8900000,28.8,27.5
2016,2016-11-27,37,Estádio Jornalista Mário Filho,37615,78838,Flamengo,Santos FC,3,2,26100000,26700000,28.6,28
2016,2016-05-14,1,Allianz Parque,33629,43600,Palmeiras,Atlético-PR,1,20,22950000,19750000,26.6,25.2
2016,2016-05-26,3,Allianz Parque,28534,43600,Palmeiras,Fluminense,8,3,25450000,31500000,25.9,29.8
2016,2016-06-12,7,Allianz Parque,39935,43600,Palmeiras,Corinthians,4,1,25250000,31250000,28,27
2016,2016-06-18,9,Allianz Parque,34162,43600,Palmeiras,Santa Cruz,2,10,32250000,7250000,27.9,28.8
2016,2016-06-22,10,Allianz Parque,27429,43600,Palmeiras,América-MG,1,19,32250000,7000000,27.9,28.5
2016,2016-07-01,12,Allianz Parque,32834,43600,Palmeiras,Figueirense FC,1,12,25500000,10250000,28.1,27.9
2016,2016-07-13,14,Allianz Parque,40035,43600,Palmeiras,Santos FC,1,4,25750000,38550000,28.1,25.1
2016,2016-07-24,16,Allianz Parque,39400,43600,Palmeiras,Atlético-MG,1,7,26750000,29500000,28.2,30.8
2016,2016-08-07,19,Allianz Parque,30330,43600,Palmeiras,EC Vitória,2,13,26350000,11450000,28.3,26.5
2016,2016-08-21,21,Allianz Parque,29138,43600,Palmeiras,Ponte Preta,1,9,26350000,10900000,28.9,28.2
2016,2016-09-08,23,Allianz Parque,39944,43600,Palmeiras,São Paulo,1,12,NA,NA,NA,NA
2016,2016-09-15,25,Allianz Parque,32885,43600,Palmeiras,Flamengo,1,2,43100000,25600000,26.9,27.9
2016,2016-09-24,27,Allianz Parque,30962,43600,Palmeiras,Coritiba FC,1,13,45100000,9250000,25.7,28.6
2016,2016-10-13,30,Estádio Doutor Adhemar de Barros,15709,20000,Palmeiras,Cruzeiro,1,14,40100000,26050000,28.5,28.2
2016,2016-11-06,34,Allianz Parque,31967,43600,Palmeiras,Internacional,1,16,39100000,21500000,27.8,27.9
2016,2016-11-20,36,Allianz Parque,39690,43600,Palmeiras,Botafogo,1,5,40600000,8150000,27.9,28.5
2016,2016-11-27,37,Allianz Parque,24701,43600,Palmeiras,Chapecoense,1,9,40600000,8650000,28.4,27.3
2016,2016-05-29,4,Estádio Urbano Caldeira,4468,20120,Santos FC,Internacional,7,3,17500000,24500000,26.3,25.1
2016,2016-06-05,6,Estádio Municipal Paulo Machado de Carvalho,16530,37730,Santos FC,Botafogo,15,16,NA,NA,NA,NA
2016,2016-06-16,8,Estádio Urbano Caldeira,4937,20120,Santos FC,Sport Recife,5,18,29750000,18250000,24.6,27.8
2016,2016-06-26,11,Estádio Urbano Caldeira,19748,20120,Santos FC,São Paulo,5,8,38550000,26500000,25.1,26.2
2016,2016-07-03,13,Estádio Urbano Caldeira,10322,20120,Santos FC,Chapecoense,6,8,38550000,10000000,25.1,27.6
2016,2016-07-16,15,Estádio Urbano Caldeira,11979,20120,Santos FC,Ponte Preta,4,7,41000000,9950000,26.4,26.1
2016,2016-07-31,17,Estádio Urbano Caldeira,13830,20120,Santos FC,Cruzeiro,4,19,14700000,30100000,27.5,28.7
2016,2016-08-04,18,Arena Pantanal,21814,42968,Santos FC,Flamengo,2,5,12700000,23350000,25.8,28.2
2016,2016-08-14,20,Estádio Urbano Caldeira,10250,20120,Santos FC,Atlético-MG,5,2,12700000,33250000,26.6,31.3
2016,2016-08-28,22,Estádio Urbano Caldeira,11456,20120,Santos FC,Figueirense FC,5,18,27200000,9750000,27.8,28.9
2016,2016-09-19,26,Estádio Municipal Paulo Machado de Carvalho,28700,37700,Santos FC,Santa Cruz,4,19,26700000,9100000,27.3,28.2
2016,2016-10-01,28,Estádio Urbano Caldeira,5764,20120,Santos FC,Atlético-PR,4,6,27200000,13350000,28.4,25.7
2016,2016-10-06,29,Estádio Urbano Caldeira,6263,20120,Santos FC,Fluminense,4,5,18450000,22750000,28.1,27.5
2016,2016-10-29,33,Estádio Urbano Caldeira,13574,20120,Santos FC,Palmeiras,4,1,26450000,40600000,28,26.1
2016,2016-11-17,35,Estádio Urbano Caldeira,9258,20120,Santos FC,EC Vitória,2,16,24300000,10700000,27.4,25.8
2016,2016-12-11,38,Estádio Urbano Caldeira,7531,20120,Santos FC,América-MG,3,20,37500000,4200000,28,23.3
2016,2016-05-21,2,Estádio General Sílvio Raulino de Oliveira,3380,20000,Fluminense,Santa Cruz,7,2,28700000,4800000,29.2,29
2016,2016-05-29,4,Estádio General Sílvio Raulino de Oliveira,4550,20000,Fluminense,Botafogo,12,8,NA,NA,NA,NA
2016,2016-06-17,8,Estádio Jornalista Mário Filho,21148,82238,Fluminense,Corinthians,9,4,28500000,32000000,26.7,26.7
2016,2016-07-02,13,Estádio General Sílvio Raulino de Oliveira,917,20000,Fluminense,Coritiba FC,12,16,23750000,10750000,29.6,27
2016,2016-07-17,15,Estádio Jornalista Mário Filho,9681,82238,Fluminense,Cruzeiro,11,16,NA,NA,NA,NA
2016,2016-07-31,17,Estádio Jornalista Mário Filho,9574,82238,Fluminense,Ponte Preta,12,8,25750000,9950000,27.2,27.6
2016,2016-09-03,18,Estádio Jornalista Mário Filho,6136,82238,Fluminense,Figueirense FC,8,15,23750000,8850000,27.7,28.1
2016,2016-08-14,20,Estádio Jornalista Mário Filho,6775,82238,Fluminense,América-MG,8,20,25000000,6600000,26.7,26.4
2016,2016-09-16,25,Estádio Jornalista Mário Filho,8820,82238,Fluminense,Chapecoense,7,11,21800000,10150000,28.6,NA
2016,2016-10-18,31,Estádio Jornalista Mário Filho,6664,82238,Fluminense,São Paulo,6,14,NA,NA,NA,NA
2016,2016-11-15,35,Estádio Jornalista Mário Filho,43691,82238,Fluminense,Atlético-PR,9,6,24550000,11100000,28.7,26.6
2016,2016-12-11,38,Estádio Jornalista Mário Filho,3847,82238,Fluminense,Internacional,12,17,23600000,29000000,25.2,26.6
2016,2016-05-15,1,Estádio José do Rego Maciel,20038,60044,Santa Cruz,EC Vitória,2,19,5100000,10250000,28.6,26.6
2016,2016-05-26,3,Estádio José do Rego Maciel,16331,60044,Santa Cruz,Cruzeiro,1,16,NA,NA,NA,NA
2016,2016-06-16,8,Estádio José do Rego Maciel,10019,50582,Santa Cruz,Figueirense FC,14,12,7000000,11000000,28.9,25.6
2016,2016-07-10,14,Estádio José do Rego Maciel,8749,60044,Santa Cruz,Internacional,19,5,7000000,21200000,27.6,25.4
2016,2016-07-23,16,Estádio José do Rego Maciel,10021,60044,Santa Cruz,Coritiba FC,14,18,7250000,13100000,27.5,29
2016,2016-09-15,25,Estádio José do Rego Maciel,2471,60044,Santa Cruz,Atlético-PR,19,8,9250000,12750000,27.9,24.6
2016,2016-11-06,34,Estádio José do Rego Maciel,7632,60044,Santa Cruz,América-MG,20,19,6850000,6000000,30.1,26.9
2016,2016-11-27,37,Estádio José do Rego Maciel,2227,60044,Santa Cruz,Grêmio,19,8,6350000,12350000,29.4,23.9
2016,2016-05-29,4,Estádio Cícero Pompeu de Toledo,21016,67428,São Paulo,Palmeiras,9,4,36750000,29000000,27.1,27.7
2016,2016-06-12,7,Estádio Cícero Pompeu de Toledo,12389,67428,São Paulo,Atlético-PR,7,14,27500000,19250000,26.8,25
2016,2016-06-16,8,Estádio Cícero Pompeu de Toledo,9213,67428,São Paulo,EC Vitória,8,13,31500000,12500000,26.1,27.6
2016,2016-06-24,10,Estádio Cícero Pompeu de Toledo,11145,67428,São Paulo,Sport Recife,6,17,38750000,16750000,26.4,29.3
2016,2016-06-30,12,Estádio Cícero Pompeu de Toledo,10323,67428,São Paulo,Fluminense,11,9,35250000,24750000,26.9,28.6
2016,2016-07-10,14,Estádio Cícero Pompeu de Toledo,8198,67428,São Paulo,América-MG,10,20,24250000,7250000,25.4,29.3
2016,2016-08-14,20,Estádio Cícero Pompeu de Toledo,14399,67428,São Paulo,Botafogo,10,13,29700000,8400000,25.7,28.1
2016,2016-08-29,22,Estádio Cícero Pompeu de Toledo,7836,67428,São Paulo,Coritiba FC,12,14,NA,NA,NA,NA
2016,2016-09-11,24,Estádio Cícero Pompeu de Toledo,27365,67428,São Paulo,Figueirense FC,14,17,NA,NA,NA,NA
2016,2016-09-16,25,Estádio Cícero Pompeu de Toledo,15566,67428,São Paulo,Cruzeiro,12,15,NA,NA,NA,NA
2016,2016-10-01,28,Estádio Cícero Pompeu de Toledo,29813,67428,São Paulo,Flamengo,12,2,NA,NA,NA,NA
2016,2016-10-13,30,Estádio Cícero Pompeu de Toledo,29314,67428,São Paulo,Santos FC,13,4,NA,NA,NA,NA
2016,2016-10-22,32,Estádio Cícero Pompeu de Toledo,49673,67428,São Paulo,Ponte Preta,12,10,NA,NA,NA,NA
2016,2016-11-05,34,Estádio Cícero Pompeu de Toledo,53781,67428,São Paulo,Corinthians,12,7,NA,NA,NA,NA
2016,2016-11-17,35,Estádio Cícero Pompeu de Toledo,21933,67428,São Paulo,Grêmio,11,8,NA,NA,NA,NA
2016,2016-12-11,38,Estádio Cícero Pompeu de Toledo,17659,67428,São Paulo,Santa Cruz,11,19,36500000,3700000,26.1,26.6
2016,2016-05-26,3,Estádio Raimundo Sampaio,1318,25000,América-MG,EC Vitória,20,13,5950000,12550000,28.1,27.5
2016,2016-06-05,6,Estádio Raimundo Sampaio,2173,25000,América-MG,Figueirense FC,20,11,7000000,11000000,28.4,28
2016,2016-06-19,9,Estádio Raimundo Sampaio,796,25000,América-MG,Coritiba FC,20,15,7000000,11500000,28.4,29
2016,2016-07-31,17,Estádio Raimundo Sampaio,1534,25000,América-MG,Grêmio,20,3,6350000,25250000,27.8,27.9
2016,2016-08-07,19,Estádio Raimundo Sampaio,2893,25000,América-MG,Santos FC,20,1,6350000,23950000,27.8,26.7
2016,2016-08-20,21,Estádio Raimundo Sampaio,1191,25000,América-MG,Chapecoense,20,10,6900000,10400000,28.2,23.3
2016,2016-09-20,26,Estádio Raimundo Sampaio,1737,15000,América-MG,Internacional,20,18,6800000,24000000,28.7,25.6
2016,2016-09-25,27,Estádio Raimundo Sampaio,1789,25000,América-MG,Botafogo,20,9,6150000,7650000,28.3,29.2
2016,2016-10-25,32,Estádio Raimundo Sampaio,1315,25000,América-MG,Atlético-PR,20,7,6250000,12350000,27.7,25.6
2016,2016-10-31,33,Estádio Raimundo Sampaio,5014,25000,América-MG,São Paulo,19,11,NA,NA,NA,NA
2016,2016-06-05,6,Arena Condá,5817,25000,Chapecoense,Fluminense,6,8,9750000,30000000,24.8,27.4
2016,2016-06-23,10,Arena Condá,3788,25000,Chapecoense,Atlético-PR,5,10,9750000,17750000,26,25.6
2016,2016-07-09,14,Arena Condá,11615,25000,Chapecoense,Corinthians,11,2,10250000,27350000,29.3,25.9
2016,2016-07-24,16,Arena Condá,7012,25000,Chapecoense,Botafogo,13,15,NA,NA,NA,NA
2016,2016-08-05,18,Arena Condá,9167,25000,Chapecoense,Palmeiras,11,3,9400000,26500000,23.2,27
2016,2016-08-16,20,Arena Condá,11360,25000,Chapecoense,Internacional,11,14,9400000,27750000,23.2,26.3
2016,2016-09-11,24,Arena Condá,6101,25000,Chapecoense,Coritiba FC,11,12,11150000,8850000,NA,26.6
2016,2016-10-12,30,Arena Condá,6104,25000,Chapecoense,Sport Recife,11,16,11250000,18150000,29.2,28
2016,2016-11-06,34,Arena Condá,9075,25000,Chapecoense,Figueirense FC,11,18,10400000,9480000,NA,29.6
2016,2016-11-20,36,Arena Condá,8163,25000,Chapecoense,São Paulo,10,12,NA,NA,NA,NA
2016,2016-05-15,1,Neo Química Arena,31533,49205,Corinthians,Grêmio,8,9,29000000,42250000,26.9,27.3
2016,2016-05-26,3,Neo Química Arena,35573,49205,Corinthians,Ponte Preta,15,5,29750000,9000000,27.3,25.4
2016,2016-06-02,5,Neo Química Arena,30187,49205,Corinthians,Santos FC,4,12,30500000,18750000,27.3,26.5
2016,2016-06-26,11,Neo Química Arena,25501,49205,Corinthians,Santa Cruz,6,15,27350000,7000000,25.8,28.7
2016,2016-07-03,13,Neo Química Arena,32577,49205,Corinthians,Flamengo,2,5,27350000,23350000,25.9,27.2
2016,2016-07-23,16,Neo Química Arena,38507,49205,Corinthians,Figueirense FC,2,16,26000000,9850000,25.8,26.3
2016,2016-08-09,19,Neo Química Arena,34487,49205,Corinthians,Cruzeiro,3,19,34500000,32700000,26.8,27.8
2016,2016-09-09,23,Neo Química Arena,24360,49205,Corinthians,Sport Recife,4,13,22000000,16950000,26.8,28.2
2016,2016-09-25,27,Neo Química Arena,19183,49205,Corinthians,Fluminense,5,6,20000000,21000000,25.6,26.9
2016,2016-10-06,29,Neo Química Arena,17135,49205,Corinthians,Atlético-MG,7,3,17000000,22750000,24.9,29.3
2016,2016-10-17,31,Neo Química Arena,25741,49205,Corinthians,América-MG,8,20,22100000,6650000,26.7,28.7
2016,2016-10-29,33,Neo Química Arena,25064,49205,Corinthians,Chapecoense,6,12,20100000,11500000,26.4,31.2
2016,2016-11-21,36,Neo Química Arena,19493,49205,Corinthians,Internacional,7,17,17500000,26250000,26.6,25.8
2016,2016-11-27,37,Neo Química Arena,24701,49205,Corinthians,Atlético-PR,7,5,17750000,14600000,27.5,27.2
2016,2016-05-15,1,Estádio Major Antônio Couto Pereira,6028,37182,Coritiba FC,Cruzeiro,6,16,10500000,31200000,27.8,27.4
2016,2016-05-26,3,Estádio Major Antônio Couto Pereira,10830,37182,Coritiba FC,São Paulo,11,10,11000000,31000000,30.2,24
2016,2016-06-30,12,Estádio Major Antônio Couto Pereira,12861,37182,Coritiba FC,Atlético-PR,19,7,11750000,17750000,28.1,26.5
2016,2016-07-09,14,Estádio Major Antônio Couto Pereira,10922,37182,Coritiba FC,Botafogo,17,16,NA,NA,NA,NA
2016,2016-07-31,17,Estádio Major Antônio Couto Pereira,16177,37182,Coritiba FC,Flamengo,15,6,13100000,26100000,29,28.9
2016,2016-08-22,21,Estádio Major Antônio Couto Pereira,7972,37182,Coritiba FC,Santos FC,16,2,9450000,23200000,27.8,27.4
2016,2016-09-08,23,Estádio Major Antônio Couto Pereira,8507,37182,Coritiba FC,Grêmio,15,6,8850000,43000000,26.6,27.1
2016,2016-10-04,28,Estádio Major Antônio Couto Pereira,9734,37182,Coritiba FC,América-MG,13,20,9950000,6900000,27.2,27.6
2016,2016-10-13,30,Estádio Major Antônio Couto Pereira,12087,37182,Coritiba FC,Figueirense FC,12,18,8700000,9230000,27.2,28.8
2016,2016-11-06,34,Estádio Major Antônio Couto Pereira,11847,37182,Coritiba FC,Atlético-MG,15,4,8450000,34500000,27.4,28
2016,2016-11-17,35,Estádio Major Antônio Couto Pereira,8055,37182,Coritiba FC,Santa Cruz,15,19,11700000,6600000,28.2,29.9
2016,2016-06-05,6,Estádio Manoel Barradas,8924,35632,EC Vitória,Internacional,13,1,11250000,24750000,26.5,24.9
2016,2016-06-19,9,Estádio Manoel Barradas,7702,35632,EC Vitória,Chapecoense,14,11,11500000,9000000,27,25.7
2016,2016-07-11,14,Estádio Manoel Barradas,6938,35632,EC Vitória,Fluminense,13,12,10600000,19250000,26.4,28.8
2016,2016-08-04,18,Estádio Manoel Barradas,7182,35632,EC Vitória,Coritiba FC,16,17,11200000,12350000,27.7,27.2
2016,2016-08-29,22,Estádio Manoel Barradas,8477,35632,EC Vitória,América-MG,16,20,10950000,6350000,26.3,27.9
2016,2016-09-25,27,Estádio Manoel Barradas,5651,35632,EC Vitória,São Paulo,16,12,NA,NA,NA,NA
2016,2016-10-06,29,Estádio Manoel Barradas,19652,35632,EC Vitória,Grêmio,13,9,11750000,29000000,27.2,26
2016,2016-11-20,36,Estádio Manoel Barradas,22648,35632,EC Vitória,Figueirense FC,16,18,11700000,9230000,27.6,29
2016,2016-05-21,2,Estádio Moisés Lucarelli,7061,19728,Ponte Preta,Palmeiras,10,1,9000000,20700000,25.4,26.9
2016,2016-06-11,7,Estádio Moisés Lucarelli,3862,19728,Ponte Preta,Chapecoense,13,5,11000000,10500000,28.7,24.5
2016,2016-07-03,13,Estádio Moisés Lucarelli,5551,19722,Ponte Preta,São Paulo,11,9,10000000,13000000,25.8,25.1
2016,2016-08-05,18,Estádio Moisés Lucarelli,5050,19728,Ponte Preta,Botafogo,9,14,NA,NA,NA,NA
2016,2016-08-13,20,Estádio Moisés Lucarelli,3753,19728,Ponte Preta,Figueirense FC,9,17,10400000,8850000,28.1,27.8
2016,2016-08-27,22,Estádio Moisés Lucarelli,8529,19728,Ponte Preta,Corinthians,8,3,10450000,30000000,29.1,27.7
2016,2016-10-12,24,Estádio Moisés Lucarelli,4386,19728,Ponte Preta,América-MG,8,20,11000000,7800000,27.2,29.1
2016,2016-09-15,25,Estádio Moisés Lucarelli,3713,19728,Ponte Preta,Grêmio,10,6,10450000,41750000,26.3,25.3
2016,2016-10-13,30,Estádio Moisés Lucarelli,8915,19728,Ponte Preta,EC Vitória,10,15,10900000,10950000,28.3,27.3
2016,2016-10-17,31,Estádio Moisés Lucarelli,10912,19728,Ponte Preta,Santa Cruz,10,19,11150000,6750000,27.8,28.7
2016,2016-11-06,34,Estádio Moisés Lucarelli,10208,19728,Ponte Preta,Santos FC,10,3,11400000,18550000,27.1,27.7
2016,2016-11-20,36,Estádio Moisés Lucarelli,4981,19728,Ponte Preta,Fluminense,13,9,10400000,22550000,27.1,27.9
2016,2016-12-11,38,Estádio Moisés Lucarelli,3095,19728,Ponte Preta,Coritiba FC,10,14,10250000,5300000,26.9,22.2
2016,2016-05-14,1,Estádio Raimundo Sampaio,5403,23018,Atlético-MG,Santos FC,3,14,15450000,29530000,24.6,25.8
2016,2016-06-19,9,Estádio Raimundo Sampaio,16042,23018,Atlético-MG,Ponte Preta,18,9,38250000,11250000,29.1,28.2
2016,2016-06-23,10,Estádio Raimundo Sampaio,34426,NA,Atlético-MG,Corinthians,14,4,42250000,25600000,29.1,26.5
2016,2016-07-01,12,Estádio Raimundo Sampaio,23018,NA,Atlético-MG,Botafogo,8,17,NA,NA,NA,NA
2016,2016-07-19,15,Estádio Raimundo Sampaio,20891,23018,Atlético-MG,Coritiba FC,10,15,29750000,13500000,28.7,30.2
2016,2016-07-31,17,Estádio Raimundo Sampaio,16804,23018,Atlético-MG,Santa Cruz,7,16,33250000,6550000,31.3,29.2
2016,2016-08-09,19,Estádio Raimundo Sampaio,17484,23018,Atlético-MG,Chapecoense,5,10,33250000,9030000,31.3,22.1
2016,2016-08-21,21,Estádio Raimundo Sampaio,17465,23018,Atlético-MG,Atlético-PR,4,8,27250000,10950000,29.8,24.1
2016,2016-09-08,23,Estádio Raimundo Sampaio,13532,23018,Atlético-MG,EC Vitória,3,14,26250000,8950000,28.9,26
2016,2016-09-16,25,Estádio Raimundo Sampaio,11389,23018,Atlético-MG,Sport Recife,3,13,35250000,10600000,28.4,27.3
2016,2016-10-13,30,Estádio Governador Magalhães Pinto,27737,50000,Atlético-MG,América-MG,3,20,33000000,6650000,29.6,28.7
2016,2016-10-24,32,Estádio Raimundo Sampaio,14615,23018,Atlético-MG,Figueirense FC,3,18,25500000,9230000,27.2,28.9
2016,2016-05-22,2,Arena da Baixada,11804,42372,Atlético-PR,Atlético-MG,20,3,17450000,35250000,25.1,25.7
2016,2016-05-28,4,Arena da Baixada,10479,42372,Atlético-PR,Figueirense FC,20,16,18250000,10750000,25.2,27.3
2016,2016-06-04,6,Arena da Baixada,11863,42372,Atlético-PR,Santa Cruz,19,7,19750000,7000000,25,29.3
2016,2016-06-18,9,Arena da Baixada,15359,42372,Atlético-PR,Santos FC,12,4,17750000,28400000,25.8,24.6
2016,2016-06-26,11,Arena da Baixada,16838,42372,Atlético-PR,Grêmio,9,3,16750000,35250000,26,26.2
2016,2016-07-02,13,Arena da Baixada,10137,42372,Atlético-PR,América-MG,10,20,20000000,6250000,25,29
2016,2016-07-17,15,Arena da Baixada,15683,42372,Atlético-PR,EC Vitória,5,12,18250000,11600000,26.2,25
2016,2016-07-24,16,Arena da Baixada,14959,42372,Atlético-PR,Fluminense,5,10,16500000,21500000,24.6,26.8
2016,2016-08-04,18,Arena da Baixada,25379,42372,Atlético-PR,Corinthians,7,1,19000000,32250000,25.2,26.8
2016,2016-08-30,22,Arena da Baixada,11453,42372,Atlético-PR,Botafogo,9,11,11350000,8850000,25.7,27
2016,2016-09-18,26,Arena da Baixada,15216,42372,Atlético-PR,São Paulo,10,12,NA,NA,NA,NA
2016,2016-09-25,27,Arena da Baixada,11527,42372,Atlético-PR,Ponte Preta,7,8,12100000,11450000,26.2,26.9
